time [s],brake torque [Nm]
0.09099271300010514,0.05858003192766704
0.18195879600011722,0.03631114002386878
0.27293206400008785,0.0007720388781651678
0.3639144620001389,-0.014149827308011667
0.4548877120000725,-0.016257113754151148
0.5458549059999314,-0.017510094884288133
0.6368743969999286,-0.01489022524854716
0.7278010540001105,-0.013751151493877173
0.8187686369999483,-0.018022678073889627
0.9097324060001029,-0.021269038274699094
1.0007065070001318,-0.02161076040110009
1.0916726460000064,-0.018820029702158615
1.182653524999978,-0.007827967969593237
1.2736128120000103,0.04542373006122868
1.3645730989999265,0.14668738685139057
1.4555438310001136,0.39289817892330847
1.546530877000123,0.97769864457088
1.637488459999986,1.929907349787256
1.7284484320000502,3.0365744561368824
1.8194159229999514,4.430686824477481
1.9103709870000785,5.668404366301891
2.001340015000096,7.01422000744448
2.0923043949999283,8.36248465715961
2.1832998669999597,9.424784840764842
2.2742555419999917,10.929956900185761
2.3652377180001167,12.590042990241802
2.4562140610000824,14.326390068172998
2.5472110140001405,15.788163417540991
2.638222560000031,17.50918995347188
2.7291462360001333,18.2967455474507
2.820113208000066,16.366755931225615
2.9110840319999625,11.927159018711604
3.0020620410000447,7.223240041426421
3.0930397170000106,3.2063533992704443
3.1840165969999816,0.6733381373230594
3.275001661000033,0.052884663154317106
3.36597220800013,0.007435620342984596
3.4569402540000738,0.004701843331776626
3.5479118549999384,0.005613102335512615
3.6388875130000997,0.009884628915525068
3.729852115000085,0.028166762677978366
3.8208298829999876,0.20341325983395595
3.9117974660000527,0.6387102951810918
4.0027790490000825,1.3911824175160856
4.093735911000067,2.367425578955998
4.1847134570000435,3.493741707573682
4.275682706999987,4.664026083121628
4.366644679000046,6.146701435887817
4.457623539999986,7.745847080069012
4.548593938000067,9.582774370537567
4.639617002000023,10.723556735839558
4.73055004899993,11.862117907319943
4.821525353999959,12.971347929617583
4.912504975000047,14.137816408087383
5.00348285400014,15.326838546899648
5.094465289000027,16.251082991438878
5.185434428000008,17.425809754630034
5.276409048000005,19.179641614695417
5.367371334999916,20.67137260381123
5.458343695999929,21.49685935382057
5.549325576000001,21.271892287273246
5.640310400000089,19.015501086647472
5.731298742000035,13.361651551655251
5.822285270000066,6.487740118036012
5.913277056999959,2.3425368174164594
6.004269270000123,0.427070391563408
6.09525798300001,0.05054956195724364
6.1862583070001165,0.008973369911789077
6.277244260000089,0.004360121205375628
6.36822906600014,0.00612568552511411
6.4592044270000315,0.005783963398713113
6.5501670840001225,0.0009428999413656661
6.641138464000051,0.0039614453912411324
6.732099343000073,0.0070938982165835995
6.823055556000099,0.006296546588314608
6.914022194999916,0.0025945568856371474
7.004997723000088,0.0008859462536321664
7.095963324999957,0.003676676952573636
7.1869455749999815,0.04741710913190115
7.277931787999933,0.20067948282274797
7.3689072600000145,0.2743206010621627
7.459880195000096,0.33480541743513903
7.550845760000129,1.1327265825814654
7.641812916999925,2.8861028131449773
7.732789464000007,5.205655653467207
7.823764435999919,8.062908259681402
7.914762093000036,11.173320007871006
8.005724047000058,14.62847242791148
8.09669818600014,17.65624437519977
8.18767399100011,18.935367248006436
8.278651352999987,19.30328807076484
8.369619084000078,20.194784144857305
8.460597834000055,21.21607767329442
8.55157410300012,22.315568614989626
8.642545390000123,23.38806350869915
8.733528602999968,23.807470465168638
8.824502075000055,24.949164089474376
8.915484214000116,26.091598111720632
9.00645092700006,27.368841512832088
9.097483658000101,28.855902299553758
9.188409001000082,29.827816980725924
9.27937364000013,30.629667950325857
9.370333797000058,31.412781156661477
9.461303658000134,32.21560033895288
9.55228748200011,33.42062646401826
9.643263955000066,37.46376875621938
9.73426131600013,42.51111847053756
9.825214750999976,43.6360107569619
9.916188315999989,35.53258311255188
10.00717819600004,19.85796003560139
10.098154686000044,5.983301305780408
10.189149529000133,0.4537247174226857
10.280138741999963,-0.0004809422519718185
10.371138566000127,-0.001620016006641806
10.462114112000108,-0.0008226643783728148
10.553102787999933,-0.0024173676349107972
10.64407220499993,-0.0028160434490452934
10.735042862,-0.0004809422519718185
10.826015741999981,0.0017972052573681566
10.916983695999988,-0.0001392201255708223
11.007952982999996,-0.003499487701847286
11.09898149200012,-0.0025312750103777966
11.189906539000049,-0.0012213401925073105
