-0.000000000000000000e+00,7.150541713873001526e-02,6.987782877588328834e-01
1.592183113098144531e-02,1.823178715373711123e+00,9.048993548112517216e-01
2.992200851440429688e-02,1.320150336396265223e+00,6.924030931916584919e-01
4.488134384155273438e-02,8.940170057382299529e-01,4.065271901316849235e-01
6.180119514465332031e-02,6.432784514224980654e-01,1.983318170810335068e-01
7.480406761169433594e-02,5.146633592147166203e-01,7.608594927412960784e-02
8.976674079895019531e-02,3.803098029565295524e-01,-2.922858021807330647e-02
1.047255992889404297e-01,3.177133106268941187e-01,-1.428525498682653994e-01
1.206431388854980469e-01,2.233602601021017209e-01,-1.717008766914845386e-01
1.346430778503417969e-01,1.815070761610216021e-01,-2.500939660411821697e-01
1.496031284332275391e-01,1.125923429562176725e-01,-2.461313068912293345e-01
1.645607948303222656e-01,6.070069199452721165e-02,-2.625054471326118133e-01
1.795208454132080078e-01,2.794312538437510735e-02,-2.723732464832585576e-01
1.944432258605957031e-01,-1.630215380278984827e-02,-2.569521787570292481e-01
2.094066143035888672e-01,-4.293690043256272876e-02,-2.728556192230449096e-01
2.244100570678710938e-01,-7.934781098982458813e-02,-2.203633666277038383e-01
2.408790588378906250e-01,-1.081090095965162728e-01,-1.867365837757889169e-01
2.554993629455566406e-01,-1.273684242675389711e-01,-1.796642443532944222e-01
2.705228328704833984e-01,-1.465579834851234720e-01,-1.166898851816542959e-01
2.860217094421386719e-01,-1.615942398012160386e-01,-7.087318548858037581e-02
3.009448051452636719e-01,-1.729521453591697788e-01,-5.213881205849899003e-02
3.159077167510986328e-01,-1.772077962603222645e-01,9.334739133113195697e-03
3.318660259246826172e-01,-1.809389742487170771e-01,5.600033978514224603e-02
3.471117019653320312e-01,-1.816237290422586803e-01,8.921356198691798856e-02
3.618767261505126953e-01,-1.803459436802383187e-01,1.338488840613570874e-01
3.758416175842285156e-01,-1.824516028816821900e-01,1.542959971332051594e-01
3.917987346649169922e-01,-1.721584331324655659e-01,1.996090990649541652e-01
4.067559242248535156e-01,-1.659234777287736939e-01,2.362753314552762662e-01
9.375460147857666016e-01,-4.369098175948923912e-02,1.183595993314874972e+00
9.532120227813720703e-01,-8.623112300671635644e-02,2.122164081338135500e+00
9.682307243347167969e-01,-1.617591724847105006e-01,2.237090782533265099e+00
9.838039875030517578e-01,-2.548140250989655020e-01,2.285971716353384142e+00
9.996101856231689453e-01,-3.901766340733754945e-01,2.447288062390512220e+00
1.015623807907104492e+00,-5.533446254371238160e-01,2.658799233114587324e+00
1.031746625900268555e+00,-7.423364503761843425e-01,2.913844020335086160e+00
1.045820951461791992e+00,-8.978606050264065219e-01,3.134677271914537933e+00
1.060785055160522461e+00,-1.120029253314670514e+00,3.433063173195894713e+00
1.075754880905151367e+00,-1.323018747340547030e+00,3.751825380759789663e+00
1.090667247772216797e+00,-1.557732885237137710e+00,4.033612672710320979e+00
1.105639219284057617e+00,-1.771435410917314490e+00,4.364072880396037135e+00
1.120591163635253906e+00,-2.006189177418249869e+00,4.640645356865316096e+00
1.135547399520874023e+00,-2.241814528529381345e+00,4.954644870469201656e+00
1.150653362274169922e+00,-2.434477087155027419e+00,5.249046814815847561e+00
1.165905952453613281e+00,-2.619506790267024154e+00,5.446758005995476104e+00
1.180971622467041016e+00,-2.784078506839335887e+00,5.653586908160750824e+00
1.195930480957031250e+00,-2.876934743564151464e+00,5.771914447423078798e+00
1.211002111434936523e+00,-3.077389687189850065e+00,6.000000000000000000e+00
1.227430105209350586e+00,-3.140112023252008555e+00,6.000000000000000000e+00
1.241389274597167969e+00,-3.183038162492596079e+00,6.000000000000000000e+00
1.257349252700805664e+00,-3.160381164477302107e+00,6.000000000000000000e+00
1.271312236785888672e+00,-3.105925506182849904e+00,6.000000000000000000e+00
1.286269903182983398e+00,-3.170914748477675627e+00,6.000000000000000000e+00
1.301267147064208984e+00,-3.184561566094088469e+00,6.000000000000000000e+00
1.316227197647094727e+00,-3.191783968017621209e+00,5.943075415675978412e+00
1.331855535507202148e+00,-2.883170725735174855e+00,5.608158145043669052e+00
1.346846580505371094e+00,-2.851510185990139501e+00,5.576256279704915997e+00
1.361708879470825195e+00,-2.748265160462367351e+00,5.348813149350698737e+00
1.376694202423095703e+00,-2.677686483141690221e+00,5.260278115421320955e+00
1.391691446304321289e+00,-2.535362591177845015e+00,4.973933122930943362e+00
1.406649351119995117e+00,-2.381220429687802120e+00,4.711910053190208281e+00
1.422085762023925781e+00,-2.276181234884829596e+00,4.570092842314977588e+00
1.438052892684936523e+00,-2.109140705095330137e+00,4.242484804497979489e+00
1.452006340026855469e+00,-1.941190805680955034e+00,3.953639814741516822e+00
1.466965675354003906e+00,-1.810136622623379710e+00,3.732776154966886306e+00
1.481925487518310547e+00,-1.652992814796189869e+00,3.449342111979253112e+00
1.498412370681762695e+00,-1.502529577280207418e+00,3.176741726862635229e+00
1.527870178222656250e+00,-1.187346384451752668e+00,2.484211188302857920e+00
1.543349266052246094e+00,-1.095201920007030205e+00,2.480233470155484010e+00
1.558315277099609375e+00,-1.003448104145714392e+00,2.244801844819523939e+00
1.574423789978027344e+00,-9.056431681726645477e-01,2.037702547782841211e+00
1.588385105133056641e+00,-8.368150569187471355e-01,1.923810349248003204e+00
1.603345870971679688e+00,-7.503943571003260926e-01,1.697151448047776068e+00
1.619621992111206055e+00,-6.652263179900701484e-01,1.507055891300953521e+00
1.633606910705566406e+00,-6.031070579267581167e-01,1.370457638539439138e+00
1.648939371109008789e+00,-5.327295920310888278e-01,1.198394914317735926e+00
1.663926362991333008e+00,-4.844873945217176847e-01,1.109955453450759189e+00
